"ID","IDDIST","NOMBDEP","NOMBPROV","NOMBDIST","NOM_CAPITAL_LEGAL","COD_REG_NAT","REGION_NATURAL"
"337","040102","AREQUIPA","AREQUIPA","ALTO SELVA ALEGRE",NULL,NULL,NULL
"338","040103","AREQUIPA","AREQUIPA","CAYMA",NULL,NULL,NULL
"339","040104","AREQUIPA","AREQUIPA","CERRO COLORADO",NULL,NULL,NULL
"340","040105","AREQUIPA","AREQUIPA","CHARACATO",NULL,NULL,NULL
"341","040106","AREQUIPA","AREQUIPA","CHIGUATA",NULL,NULL,NULL
"342","040107","AREQUIPA","AREQUIPA","JACOBO HUNTER",NULL,NULL,NULL
"343","040108","AREQUIPA","AREQUIPA","LA JOYA",NULL,NULL,NULL
"344","040109","AREQUIPA","AREQUIPA","MARIANO MELGAR",NULL,NULL,NULL
"345","040110","AREQUIPA","AREQUIPA","MIRAFLORES",NULL,NULL,NULL
"346","040111","AREQUIPA","AREQUIPA","MOLLEBAYA",NULL,NULL,NULL
"347","040112","AREQUIPA","AREQUIPA","PAUCARPATA",NULL,NULL,NULL
"348","040113","AREQUIPA","AREQUIPA","POCSI",NULL,NULL,NULL
"349","040114","AREQUIPA","AREQUIPA","POLOBAYA",NULL,NULL,NULL
"350","040115","AREQUIPA","AREQUIPA","QUEQUEÑA",NULL,NULL,NULL
"351","040116","AREQUIPA","AREQUIPA","SABANDIA",NULL,NULL,NULL
"352","040117","AREQUIPA","AREQUIPA","SACHACA",NULL,NULL,NULL
"353","040118","AREQUIPA","AREQUIPA","SAN JUAN DE SIGUAS",NULL,NULL,NULL
"354","040119","AREQUIPA","AREQUIPA","SAN JUAN DE TARUCANI",NULL,NULL,NULL
"355","040120","AREQUIPA","AREQUIPA","SANTA ISABEL DE SIGUAS",NULL,NULL,NULL
"356","040121","AREQUIPA","AREQUIPA","SANTA RITA DE SIGUAS",NULL,NULL,NULL
"357","040122","AREQUIPA","AREQUIPA","SOCABAYA",NULL,NULL,NULL
"358","040123","AREQUIPA","AREQUIPA","TIABAYA",NULL,NULL,NULL
"359","040124","AREQUIPA","AREQUIPA","UCHUMAYO",NULL,NULL,NULL
"360","040125","AREQUIPA","AREQUIPA","VITOR",NULL,NULL,NULL
"361","040126","AREQUIPA","AREQUIPA","YANAHUARA",NULL,NULL,NULL
"362","040127","AREQUIPA","AREQUIPA","YARABAMBA",NULL,NULL,NULL
"363","040128","AREQUIPA","AREQUIPA","YURA",NULL,NULL,NULL
"364","040129","AREQUIPA","AREQUIPA","JOSE LUIS BUSTAMANTE Y RIVERO",NULL,NULL,NULL
"365","040201","AREQUIPA","CAMANA","CAMANA",NULL,NULL,NULL
"366","040202","AREQUIPA","CAMANA","JOSE MARIA QUIMPER",NULL,NULL,NULL
"367","040203","AREQUIPA","CAMANA","MARIANO NICOLAS VALCARCEL",NULL,NULL,NULL
"368","040204","AREQUIPA","CAMANA","MARISCAL CACERES",NULL,NULL,NULL
"369","040205","AREQUIPA","CAMANA","NICOLAS DE PIEROLA",NULL,NULL,NULL
"370","040206","AREQUIPA","CAMANA","OCOÑA",NULL,NULL,NULL
"371","040207","AREQUIPA","CAMANA","QUILCA",NULL,NULL,NULL
"372","040208","AREQUIPA","CAMANA","SAMUEL PASTOR",NULL,NULL,NULL
"373","040301","AREQUIPA","CARAVELI","CARAVELI",NULL,NULL,NULL
"374","040302","AREQUIPA","CARAVELI","ACARI",NULL,NULL,NULL
"375","040303","AREQUIPA","CARAVELI","ATICO",NULL,NULL,NULL
"376","040304","AREQUIPA","CARAVELI","ATIQUIPA",NULL,NULL,NULL
"377","040305","AREQUIPA","CARAVELI","BELLA UNION",NULL,NULL,NULL
"378","040306","AREQUIPA","CARAVELI","CAHUACHO",NULL,NULL,NULL
"379","040307","AREQUIPA","CARAVELI","CHALA",NULL,NULL,NULL
"380","040308","AREQUIPA","CARAVELI","CHAPARRA",NULL,NULL,NULL
"381","040309","AREQUIPA","CARAVELI","HUANUHUANU",NULL,NULL,NULL
"382","040310","AREQUIPA","CARAVELI","JAQUI",NULL,NULL,NULL
"383","040311","AREQUIPA","CARAVELI","LOMAS",NULL,NULL,NULL
"384","040312","AREQUIPA","CARAVELI","QUICACHA",NULL,NULL,NULL
"385","040313","AREQUIPA","CARAVELI","YAUCA",NULL,NULL,NULL
"386","040401","AREQUIPA","CASTILLA","APLAO",NULL,NULL,NULL
"387","040402","AREQUIPA","CASTILLA","ANDAGUA",NULL,NULL,NULL
"388","040403","AREQUIPA","CASTILLA","AYO",NULL,NULL,NULL
"389","040404","AREQUIPA","CASTILLA","CHACHAS",NULL,NULL,NULL
"390","040405","AREQUIPA","CASTILLA","CHILCAYMARCA",NULL,NULL,NULL
"391","040406","AREQUIPA","CASTILLA","CHOCO",NULL,NULL,NULL
"392","040407","AREQUIPA","CASTILLA","HUANCARQUI",NULL,NULL,NULL
"393","040408","AREQUIPA","CASTILLA","MACHAGUAY",NULL,NULL,NULL
"394","040409","AREQUIPA","CASTILLA","ORCOPAMPA",NULL,NULL,NULL
"395","040410","AREQUIPA","CASTILLA","PAMPACOLCA",NULL,NULL,NULL
"396","040411","AREQUIPA","CASTILLA","TIPAN",NULL,NULL,NULL
"397","040412","AREQUIPA","CASTILLA","UÑON",NULL,NULL,NULL
"398","040413","AREQUIPA","CASTILLA","URACA",NULL,NULL,NULL
"399","040414","AREQUIPA","CASTILLA","VIRACO",NULL,NULL,NULL
"400","040501","AREQUIPA","CAYLLOMA","CHIVAY",NULL,NULL,NULL
"401","040502","AREQUIPA","CAYLLOMA","ACHOMA",NULL,NULL,NULL
"402","040503","AREQUIPA","CAYLLOMA","CABANACONDE",NULL,NULL,NULL
"403","040504","AREQUIPA","CAYLLOMA","CALLALLI",NULL,NULL,NULL
"404","040505","AREQUIPA","CAYLLOMA","CAYLLOMA",NULL,NULL,NULL
"405","040506","AREQUIPA","CAYLLOMA","COPORAQUE",NULL,NULL,NULL
"406","040507","AREQUIPA","CAYLLOMA","HUAMBO",NULL,NULL,NULL
"407","040508","AREQUIPA","CAYLLOMA","HUANCA",NULL,NULL,NULL
"408","040509","AREQUIPA","CAYLLOMA","ICHUPAMPA",NULL,NULL,NULL
"409","040510","AREQUIPA","CAYLLOMA","LARI",NULL,NULL,NULL
"410","040511","AREQUIPA","CAYLLOMA","LLUTA",NULL,NULL,NULL
"411","040512","AREQUIPA","CAYLLOMA","MACA",NULL,NULL,NULL
"412","040513","AREQUIPA","CAYLLOMA","MADRIGAL",NULL,NULL,NULL
"413","040514","AREQUIPA","CAYLLOMA","SAN ANTONIO DE CHUCA",NULL,NULL,NULL
"414","040515","AREQUIPA","CAYLLOMA","SIBAYO",NULL,NULL,NULL
"415","040516","AREQUIPA","CAYLLOMA","TAPAY",NULL,NULL,NULL
"416","040517","AREQUIPA","CAYLLOMA","TISCO",NULL,NULL,NULL
"417","040518","AREQUIPA","CAYLLOMA","TUTI",NULL,NULL,NULL
"418","040519","AREQUIPA","CAYLLOMA","YANQUE",NULL,NULL,NULL
"419","040520","AREQUIPA","CAYLLOMA","MAJES",NULL,NULL,NULL
"420","040601","AREQUIPA","CONDESUYOS","CHUQUIBAMBA",NULL,NULL,NULL
"421","040602","AREQUIPA","CONDESUYOS","ANDARAY",NULL,NULL,NULL
"422","040603","AREQUIPA","CONDESUYOS","CAYARANI",NULL,NULL,NULL
"423","040604","AREQUIPA","CONDESUYOS","CHICHAS",NULL,NULL,NULL
"424","040605","AREQUIPA","CONDESUYOS","IRAY",NULL,NULL,NULL
"425","040606","AREQUIPA","CONDESUYOS","RIO GRANDE",NULL,NULL,NULL
"426","040607","AREQUIPA","CONDESUYOS","SALAMANCA",NULL,NULL,NULL
"427","040608","AREQUIPA","CONDESUYOS","YANAQUIHUA",NULL,NULL,NULL
"428","040701","AREQUIPA","ISLAY","MOLLENDO",NULL,NULL,NULL
"429","040702","AREQUIPA","ISLAY","COCACHACRA",NULL,NULL,NULL
"430","040703","AREQUIPA","ISLAY","DEAN VALDIVIA",NULL,NULL,NULL
"431","040704","AREQUIPA","ISLAY","ISLAY",NULL,NULL,NULL
"432","040705","AREQUIPA","ISLAY","MEJIA",NULL,NULL,NULL
"433","040706","AREQUIPA","ISLAY","PUNTA DE BOMBON",NULL,NULL,NULL
"434","040801","AREQUIPA","LA UNION","COTAHUASI",NULL,NULL,NULL
"435","040802","AREQUIPA","LA UNION","ALCA",NULL,NULL,NULL
"436","040803","AREQUIPA","LA UNION","CHARCANA",NULL,NULL,NULL
"437","040804","AREQUIPA","LA UNION","HUAYNACOTAS",NULL,NULL,NULL
"438","040805","AREQUIPA","LA UNION","PAMPAMARCA",NULL,NULL,NULL
"439","040806","AREQUIPA","LA UNION","PUYCA",NULL,NULL,NULL
"440","040807","AREQUIPA","LA UNION","QUECHUALLA",NULL,NULL,NULL
"441","040808","AREQUIPA","LA UNION","SAYLA",NULL,NULL,NULL
"442","040809","AREQUIPA","LA UNION","TAURIA",NULL,NULL,NULL
"443","040810","AREQUIPA","LA UNION","TOMEPAMPA",NULL,NULL,NULL
"444","040811","AREQUIPA","LA UNION","TORO",NULL,NULL,NULL
"445","050101","AYACUCHO","HUAMANGA","AYACUCHO",NULL,NULL,NULL
"446","050102","AYACUCHO","HUAMANGA","ACOCRO",NULL,NULL,NULL
"447","050103","AYACUCHO","HUAMANGA","ACOS VINCHOS",NULL,NULL,NULL
"448","050104","AYACUCHO","HUAMANGA","CARMEN ALTO",NULL,NULL,NULL
"449","050105","AYACUCHO","HUAMANGA","CHIARA",NULL,NULL,NULL
"450","050106","AYACUCHO","HUAMANGA","OCROS",NULL,NULL,NULL
"451","050107","AYACUCHO","HUAMANGA","PACAYCASA",NULL,NULL,NULL
"452","050108","AYACUCHO","HUAMANGA","QUINUA",NULL,NULL,NULL
"453","050109","AYACUCHO","HUAMANGA","SAN JOSE DE TICLLAS",NULL,NULL,NULL
"454","050110","AYACUCHO","HUAMANGA","SAN JUAN BAUTISTA",NULL,NULL,NULL
"455","050111","AYACUCHO","HUAMANGA","SANTIAGO DE PISCHA",NULL,NULL,NULL
"456","050112","AYACUCHO","HUAMANGA","SOCOS",NULL,NULL,NULL
"457","050113","AYACUCHO","HUAMANGA","TAMBILLO",NULL,NULL,NULL
"458","050114","AYACUCHO","HUAMANGA","VINCHOS",NULL,NULL,NULL
"459","050115","AYACUCHO","HUAMANGA","JESUS NAZARENO",NULL,NULL,NULL
"460","050116","AYACUCHO","HUAMANGA","ANDRES AVELINO CACERES DORREGARAY",NULL,NULL,NULL
"461","050201","AYACUCHO","CANGALLO","CANGALLO",NULL,NULL,NULL
"462","050202","AYACUCHO","CANGALLO","CHUSCHI",NULL,NULL,NULL
"463","050203","AYACUCHO","CANGALLO","LOS MOROCHUCOS",NULL,NULL,NULL
"464","050204","AYACUCHO","CANGALLO","MARIA PARADO DE BELLIDO",NULL,NULL,NULL
"465","050205","AYACUCHO","CANGALLO","PARAS",NULL,NULL,NULL
"466","050206","AYACUCHO","CANGALLO","TOTOS",NULL,NULL,NULL
"467","050301","AYACUCHO","HUANCA SANCOS","SANCOS",NULL,NULL,NULL
"468","050302","AYACUCHO","HUANCA SANCOS","CARAPO",NULL,NULL,NULL
"469","050303","AYACUCHO","HUANCA SANCOS","SACSAMARCA",NULL,NULL,NULL
"470","050304","AYACUCHO","HUANCA SANCOS","SANTIAGO DE LUCANAMARCA",NULL,NULL,NULL
"471","050401","AYACUCHO","HUANTA","HUANTA",NULL,NULL,NULL
"472","050402","AYACUCHO","HUANTA","AYAHUANCO",NULL,NULL,NULL
"473","050403","AYACUCHO","HUANTA","HUAMANGUILLA",NULL,NULL,NULL
"474","050404","AYACUCHO","HUANTA","IGUAIN",NULL,NULL,NULL
"475","050405","AYACUCHO","HUANTA","LURICOCHA",NULL,NULL,NULL
"476","050406","AYACUCHO","HUANTA","SANTILLANA",NULL,NULL,NULL
"477","050407","AYACUCHO","HUANTA","SIVIA",NULL,NULL,NULL
"478","050408","AYACUCHO","HUANTA","LLOCHEGUA",NULL,NULL,NULL
"479","050409","AYACUCHO","HUANTA","CANAYRE",NULL,NULL,NULL
"480","050410","AYACUCHO","HUANTA","UCHURACCAY",NULL,NULL,NULL
"481","050411","AYACUCHO","HUANTA","PUCACOLPA",NULL,NULL,NULL
"482","050412","AYACUCHO","HUANTA","CHACA",NULL,NULL,NULL
"483","050413","AYACUCHO","HUANTA","PUTIS",NULL,NULL,NULL
"484","050501","AYACUCHO","LA MAR","SAN MIGUEL",NULL,NULL,NULL
"485","050502","AYACUCHO","LA MAR","ANCO",NULL,NULL,NULL
"486","050503","AYACUCHO","LA MAR","AYNA",NULL,NULL,NULL
"487","050504","AYACUCHO","LA MAR","CHILCAS",NULL,NULL,NULL
"488","050505","AYACUCHO","LA MAR","CHUNGUI",NULL,NULL,NULL
"489","050506","AYACUCHO","LA MAR","LUIS CARRANZA",NULL,NULL,NULL
"490","050507","AYACUCHO","LA MAR","SANTA ROSA",NULL,NULL,NULL
"491","050508","AYACUCHO","LA MAR","TAMBO",NULL,NULL,NULL
"492","050509","AYACUCHO","LA MAR","SAMUGARI",NULL,NULL,NULL
"493","050510","AYACUCHO","LA MAR","ANCHIHUAY",NULL,NULL,NULL
"494","050511","AYACUCHO","LA MAR","ORONCCOY",NULL,NULL,NULL
"495","050512","AYACUCHO","LA MAR","UNION PROGRESO",NULL,NULL,NULL
"496","050513","AYACUCHO","LA MAR","RIO MAGDALENA",NULL,NULL,NULL
"497","050514","AYACUCHO","LA MAR","NINABAMBA",NULL,NULL,NULL
"498","050515","AYACUCHO","LA MAR","PATIBAMBA",NULL,NULL,NULL
"499","050601","AYACUCHO","LUCANAS","PUQUIO",NULL,NULL,NULL
"500","050602","AYACUCHO","LUCANAS","AUCARA",NULL,NULL,NULL
"501","050603","AYACUCHO","LUCANAS","CABANA",NULL,NULL,NULL
"502","050604","AYACUCHO","LUCANAS","CARMEN SALCEDO",NULL,NULL,NULL
"503","050605","AYACUCHO","LUCANAS","CHAVIÑA",NULL,NULL,NULL
"504","050606","AYACUCHO","LUCANAS","CHIPAO",NULL,NULL,NULL
"505","050607","AYACUCHO","LUCANAS","HUAC-HUAS",NULL,NULL,NULL
"506","050608","AYACUCHO","LUCANAS","LARAMATE",NULL,NULL,NULL
"507","050609","AYACUCHO","LUCANAS","LEONCIO PRADO",NULL,NULL,NULL
"508","050610","AYACUCHO","LUCANAS","LLAUTA",NULL,NULL,NULL
"509","050611","AYACUCHO","LUCANAS","LUCANAS",NULL,NULL,NULL
"510","050612","AYACUCHO","LUCANAS","OCAÑA",NULL,NULL,NULL
"511","050613","AYACUCHO","LUCANAS","OTOCA",NULL,NULL,NULL
"512","050614","AYACUCHO","LUCANAS","SAISA",NULL,NULL,NULL
"513","050615","AYACUCHO","LUCANAS","SAN CRISTOBAL",NULL,NULL,NULL
"514","050616","AYACUCHO","LUCANAS","SAN JUAN",NULL,NULL,NULL
"515","050617","AYACUCHO","LUCANAS","SAN PEDRO",NULL,NULL,NULL
"516","050618","AYACUCHO","LUCANAS","SAN PEDRO DE PALCO",NULL,NULL,NULL
"517","050619","AYACUCHO","LUCANAS","SANCOS",NULL,NULL,NULL
"518","050620","AYACUCHO","LUCANAS","SANTA ANA DE HUAYCAHUACHO",NULL,NULL,NULL
"519","050621","AYACUCHO","LUCANAS","SANTA LUCIA",NULL,NULL,NULL
"520","050701","AYACUCHO","PARINACOCHAS","CORACORA",NULL,NULL,NULL
"521","050702","AYACUCHO","PARINACOCHAS","CHUMPI",NULL,NULL,NULL
"522","050703","AYACUCHO","PARINACOCHAS","CORONEL CASTAÑEDA",NULL,NULL,NULL
"523","050704","AYACUCHO","PARINACOCHAS","PACAPAUSA",NULL,NULL,NULL
"524","050705","AYACUCHO","PARINACOCHAS","PULLO",NULL,NULL,NULL
"525","050706","AYACUCHO","PARINACOCHAS","PUYUSCA",NULL,NULL,NULL
"526","050707","AYACUCHO","PARINACOCHAS","SAN FRANCISCO DE RIVACAYCO",NULL,NULL,NULL
"527","050708","AYACUCHO","PARINACOCHAS","UPAHUACHO",NULL,NULL,NULL
"528","050801","AYACUCHO","PAUCAR DEL SARA SARA","PAUSA",NULL,NULL,NULL
"529","050802","AYACUCHO","PAUCAR DEL SARA SARA","COLTA",NULL,NULL,NULL
"530","050803","AYACUCHO","PAUCAR DEL SARA SARA","CORCULLA",NULL,NULL,NULL
"531","050804","AYACUCHO","PAUCAR DEL SARA SARA","LAMPA",NULL,NULL,NULL
"532","050805","AYACUCHO","PAUCAR DEL SARA SARA","MARCABAMBA",NULL,NULL,NULL
"533","050806","AYACUCHO","PAUCAR DEL SARA SARA","OYOLO",NULL,NULL,NULL
"534","050807","AYACUCHO","PAUCAR DEL SARA SARA","PARARCA",NULL,NULL,NULL
"535","050808","AYACUCHO","PAUCAR DEL SARA SARA","SAN JAVIER DE ALPABAMBA",NULL,NULL,NULL
"536","050809","AYACUCHO","PAUCAR DEL SARA SARA","SAN JOSE DE USHUA",NULL,NULL,NULL
"537","050810","AYACUCHO","PAUCAR DEL SARA SARA","SARA SARA",NULL,NULL,NULL
"538","050901","AYACUCHO","SUCRE","QUEROBAMBA",NULL,NULL,NULL
"539","050902","AYACUCHO","SUCRE","BELEN",NULL,NULL,NULL
"540","050903","AYACUCHO","SUCRE","CHALCOS",NULL,NULL,NULL
"541","050904","AYACUCHO","SUCRE","CHILCAYOC",NULL,NULL,NULL
"542","050905","AYACUCHO","SUCRE","HUACAÑA",NULL,NULL,NULL
"543","050906","AYACUCHO","SUCRE","MORCOLLA",NULL,NULL,NULL
"544","050907","AYACUCHO","SUCRE","PAICO",NULL,NULL,NULL
"545","050908","AYACUCHO","SUCRE","SAN PEDRO DE LARCAY",NULL,NULL,NULL
"546","050909","AYACUCHO","SUCRE","SAN SALVADOR DE QUIJE",NULL,NULL,NULL
"547","050910","AYACUCHO","SUCRE","SANTIAGO DE PAUCARAY",NULL,NULL,NULL
"548","050911","AYACUCHO","SUCRE","SORAS",NULL,NULL,NULL
"549","051001","AYACUCHO","VICTOR FAJARDO","HUANCAPI",NULL,NULL,NULL
"550","051002","AYACUCHO","VICTOR FAJARDO","ALCAMENCA",NULL,NULL,NULL
"551","051003","AYACUCHO","VICTOR FAJARDO","APONGO",NULL,NULL,NULL
"552","051004","AYACUCHO","VICTOR FAJARDO","ASQUIPATA",NULL,NULL,NULL
"553","051005","AYACUCHO","VICTOR FAJARDO","CANARIA",NULL,NULL,NULL
"554","051006","AYACUCHO","VICTOR FAJARDO","CAYARA",NULL,NULL,NULL
"555","051007","AYACUCHO","VICTOR FAJARDO","COLCA",NULL,NULL,NULL
"556","051008","AYACUCHO","VICTOR FAJARDO","HUAMANQUIQUIA",NULL,NULL,NULL
"557","051009","AYACUCHO","VICTOR FAJARDO","HUANCARAYLLA",NULL,NULL,NULL
"558","051010","AYACUCHO","VICTOR FAJARDO","HUALLA",NULL,NULL,NULL
"559","051011","AYACUCHO","VICTOR FAJARDO","SARHUA",NULL,NULL,NULL
"560","051012","AYACUCHO","VICTOR FAJARDO","VILCANCHOS",NULL,NULL,NULL
"561","051101","AYACUCHO","VILCAS HUAMAN","VILCAS HUAMAN",NULL,NULL,NULL
"562","051102","AYACUCHO","VILCAS HUAMAN","ACCOMARCA",NULL,NULL,NULL
"563","051103","AYACUCHO","VILCAS HUAMAN","CARHUANCA",NULL,NULL,NULL
"564","051104","AYACUCHO","VILCAS HUAMAN","CONCEPCION",NULL,NULL,NULL
"565","051105","AYACUCHO","VILCAS HUAMAN","HUAMBALPA",NULL,NULL,NULL
"566","051106","AYACUCHO","VILCAS HUAMAN","INDEPENDENCIA",NULL,NULL,NULL
"567","051107","AYACUCHO","VILCAS HUAMAN","SAURAMA",NULL,NULL,NULL
"568","051108","AYACUCHO","VILCAS HUAMAN","VISCHONGO",NULL,NULL,NULL
"569","060101","CAJAMARCA","CAJAMARCA","CAJAMARCA",NULL,NULL,NULL
"570","060102","CAJAMARCA","CAJAMARCA","ASUNCION",NULL,NULL,NULL
"571","060103","CAJAMARCA","CAJAMARCA","CHETILLA",NULL,NULL,NULL
"572","060104","CAJAMARCA","CAJAMARCA","COSPAN",NULL,NULL,NULL
"573","060105","CAJAMARCA","CAJAMARCA","ENCAÑADA",NULL,NULL,NULL
"574","060106","CAJAMARCA","CAJAMARCA","JESUS",NULL,NULL,NULL
"575","060107","CAJAMARCA","CAJAMARCA","LLACANORA",NULL,NULL,NULL
"576","060108","CAJAMARCA","CAJAMARCA","LOS BAÑOS DEL INCA",NULL,NULL,NULL
"577","060109","CAJAMARCA","CAJAMARCA","MAGDALENA",NULL,NULL,NULL
"578","060110","CAJAMARCA","CAJAMARCA","MATARA",NULL,NULL,NULL
"579","060111","CAJAMARCA","CAJAMARCA","NAMORA",NULL,NULL,NULL
"580","060112","CAJAMARCA","CAJAMARCA","SAN JUAN",NULL,NULL,NULL
"581","060201","CAJAMARCA","CAJABAMBA","CAJABAMBA",NULL,NULL,NULL
"582","060202","CAJAMARCA","CAJABAMBA","CACHACHI",NULL,NULL,NULL
"583","060203","CAJAMARCA","CAJABAMBA","CONDEBAMBA",NULL,NULL,NULL
"584","060204","CAJAMARCA","CAJABAMBA","SITACOCHA",NULL,NULL,NULL
"585","060301","CAJAMARCA","CELENDIN","CELENDIN",NULL,NULL,NULL
"586","060302","CAJAMARCA","CELENDIN","CHUMUCH",NULL,NULL,NULL
"587","060303","CAJAMARCA","CELENDIN","CORTEGANA",NULL,NULL,NULL
"588","060304","CAJAMARCA","CELENDIN","HUASMIN",NULL,NULL,NULL
"589","060305","CAJAMARCA","CELENDIN","JORGE CHAVEZ",NULL,NULL,NULL
"590","060306","CAJAMARCA","CELENDIN","JOSE GALVEZ",NULL,NULL,NULL
"591","060307","CAJAMARCA","CELENDIN","MIGUEL IGLESIAS",NULL,NULL,NULL
"592","060308","CAJAMARCA","CELENDIN","OXAMARCA",NULL,NULL,NULL
"593","060309","CAJAMARCA","CELENDIN","SOROCHUCO",NULL,NULL,NULL
"594","060310","CAJAMARCA","CELENDIN","SUCRE",NULL,NULL,NULL
"595","060311","CAJAMARCA","CELENDIN","UTCO",NULL,NULL,NULL
"596","060312","CAJAMARCA","CELENDIN","LA LIBERTAD DE PALLAN",NULL,NULL,NULL
"597","060401","CAJAMARCA","CHOTA","CHOTA",NULL,NULL,NULL
"598","060402","CAJAMARCA","CHOTA","ANGUIA",NULL,NULL,NULL
"599","060403","CAJAMARCA","CHOTA","CHADIN",NULL,NULL,NULL
"600","060404","CAJAMARCA","CHOTA","CHIGUIRIP",NULL,NULL,NULL
"601","060405","CAJAMARCA","CHOTA","CHIMBAN",NULL,NULL,NULL
"602","060406","CAJAMARCA","CHOTA","CHOROPAMPA",NULL,NULL,NULL
"603","060407","CAJAMARCA","CHOTA","COCHABAMBA",NULL,NULL,NULL
"604","060408","CAJAMARCA","CHOTA","CONCHAN",NULL,NULL,NULL
"605","060409","CAJAMARCA","CHOTA","HUAMBOS",NULL,NULL,NULL
"606","060410","CAJAMARCA","CHOTA","LAJAS",NULL,NULL,NULL
"607","060411","CAJAMARCA","CHOTA","LLAMA",NULL,NULL,NULL
"608","060412","CAJAMARCA","CHOTA","MIRACOSTA",NULL,NULL,NULL
"609","060413","CAJAMARCA","CHOTA","PACCHA",NULL,NULL,NULL
"610","060414","CAJAMARCA","CHOTA","PION",NULL,NULL,NULL
"611","060415","CAJAMARCA","CHOTA","QUEROCOTO",NULL,NULL,NULL
"612","060416","CAJAMARCA","CHOTA","SAN JUAN DE LICUPIS",NULL,NULL,NULL
"613","060417","CAJAMARCA","CHOTA","TACABAMBA",NULL,NULL,NULL
"614","060418","CAJAMARCA","CHOTA","TOCMOCHE",NULL,NULL,NULL
"615","060419","CAJAMARCA","CHOTA","CHALAMARCA",NULL,NULL,NULL
"616","060501","CAJAMARCA","CONTUMAZA","CONTUMAZA",NULL,NULL,NULL
"617","060502","CAJAMARCA","CONTUMAZA","CHILETE",NULL,NULL,NULL
"618","060503","CAJAMARCA","CONTUMAZA","CUPISNIQUE",NULL,NULL,NULL
"619","060504","CAJAMARCA","CONTUMAZA","GUZMANGO",NULL,NULL,NULL
"620","060505","CAJAMARCA","CONTUMAZA","SAN BENITO",NULL,NULL,NULL
"621","060506","CAJAMARCA","CONTUMAZA","SANTA CRUZ DE TOLED",NULL,NULL,NULL
"622","060507","CAJAMARCA","CONTUMAZA","TANTARICA",NULL,NULL,NULL
"623","060508","CAJAMARCA","CONTUMAZA","YONAN",NULL,NULL,NULL
"624","060601","CAJAMARCA","CUTERVO","CUTERVO",NULL,NULL,NULL
"625","060602","CAJAMARCA","CUTERVO","CALLAYUC",NULL,NULL,NULL
"626","060603","CAJAMARCA","CUTERVO","CHOROS",NULL,NULL,NULL
"627","060604","CAJAMARCA","CUTERVO","CUJILLO",NULL,NULL,NULL
"628","060605","CAJAMARCA","CUTERVO","LA RAMADA",NULL,NULL,NULL
"629","060606","CAJAMARCA","CUTERVO","PIMPINGOS",NULL,NULL,NULL
"630","060607","CAJAMARCA","CUTERVO","QUEROCOTILLO",NULL,NULL,NULL
"631","060608","CAJAMARCA","CUTERVO","SAN ANDRES DE CUTERVO",NULL,NULL,NULL
"632","060609","CAJAMARCA","CUTERVO","SAN JUAN DE CUTERVO",NULL,NULL,NULL
"633","060610","CAJAMARCA","CUTERVO","SAN LUIS DE LUCMA",NULL,NULL,NULL
"634","060611","CAJAMARCA","CUTERVO","SANTA CRUZ",NULL,NULL,NULL
"635","060612","CAJAMARCA","CUTERVO","SANTO DOMINGO DE LA CAPILLA",NULL,NULL,NULL
"636","060613","CAJAMARCA","CUTERVO","SANTO TOMAS",NULL,NULL,NULL
"637","060614","CAJAMARCA","CUTERVO","SOCOTA",NULL,NULL,NULL
"638","060615","CAJAMARCA","CUTERVO","TORIBIO CASANOVA",NULL,NULL,NULL
"639","060701","CAJAMARCA","HUALGAYOC","BAMBAMARCA",NULL,NULL,NULL
"640","060702","CAJAMARCA","HUALGAYOC","CHUGUR",NULL,NULL,NULL
"641","060703","CAJAMARCA","HUALGAYOC","HUALGAYOC",NULL,NULL,NULL
"642","060801","CAJAMARCA","JAEN","JAEN",NULL,NULL,NULL
"643","060802","CAJAMARCA","JAEN","BELLAVISTA",NULL,NULL,NULL
"644","060803","CAJAMARCA","JAEN","CHONTALI",NULL,NULL,NULL
"645","060804","CAJAMARCA","JAEN","COLASAY",NULL,NULL,NULL
"646","060805","CAJAMARCA","JAEN","HUABAL",NULL,NULL,NULL
"647","060806","CAJAMARCA","JAEN","LAS PIRIAS",NULL,NULL,NULL
"648","060807","CAJAMARCA","JAEN","POMAHUACA",NULL,NULL,NULL
"649","060808","CAJAMARCA","JAEN","PUCARA",NULL,NULL,NULL
"650","060809","CAJAMARCA","JAEN","SALLIQUE",NULL,NULL,NULL
"651","060810","CAJAMARCA","JAEN","SAN FELIPE",NULL,NULL,NULL
"652","060811","CAJAMARCA","JAEN","SAN JOSE DEL ALTO",NULL,NULL,NULL
"653","060812","CAJAMARCA","JAEN","SANTA ROSA",NULL,NULL,NULL
"654","060901","CAJAMARCA","SAN IGNACIO","SAN IGNACIO",NULL,NULL,NULL
"655","060902","CAJAMARCA","SAN IGNACIO","CHIRINOS",NULL,NULL,NULL
"656","060903","CAJAMARCA","SAN IGNACIO","HUARANGO",NULL,NULL,NULL
"657","060904","CAJAMARCA","SAN IGNACIO","LA COIPA",NULL,NULL,NULL
"658","060905","CAJAMARCA","SAN IGNACIO","NAMBALLE",NULL,NULL,NULL
"659","060906","CAJAMARCA","SAN IGNACIO","SAN JOSE DE LOURDES",NULL,NULL,NULL
"660","060907","CAJAMARCA","SAN IGNACIO","TABACONAS",NULL,NULL,NULL
